record_id,sewershed_id,wwtp_jurisdiction,source,county_fips,counties_served,population_served,sample_id,sample_collect_date,sample_type,sample_matrix,sample_location,flow_rate,concentration_method,pasteurized,pcr_type,extraction_method,major_lab_method,inhibition_detect,inhibition_adjust,ntc_amplify,pcr_target,pcr_gene_target_agg,pcr_target_avg_conc,pcr_target_units,lod_sewage,pcr_target_avg_conc_lin,pcr_target_flowpop_lin,pcr_target_mic_lin,hum_frac_target_mic,hum_frac_mic_conc,hum_frac_mic_unit,rec_eff_percent,rec_eff_target_name,rec_eff_spike_matrix,rec_eff_spike_conc,date_updated
2c89ff5c318d8c7df2063c4a3573a1c3,360,hi,cdc_verily,15003,Honolulu,400000,195d3448ef1ba1f99724343d49e163fe,2025-09-10,24-hr flow-weighted composite,post grit removal,wwtp,55,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,390369.375,0.00001,pepper mild mottle virus,92275090.14,copies/l wastewater,35.4,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
b240e35857ea1aa308a238d9232a6df2,278,ct,cdc_verily,09011,New London,41000,233f5df4b09e264273d69dabb08998c4,2025-11-06,grab,post grit removal,wwtp,5,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,346225.6098,0,pepper mild mottle virus,185048884.5,copies/l wastewater,118.2,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
32054e55ea4cb36ab02256d2c8592f27,1976,vt,cdc_verily,50027,Windsor,6000,90c492a01508d55762d05c5432917a7c,2025-09-23,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,165611.25,0.00001,pepper mild mottle virus,144315476.6,copies/l wastewater,148.7,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
7bdb70dc56e13d159730d1170048ca70,2287,id,cdc_verily,16057,Latah,25500,486268d62ccdb9eba41ceb5005a11411,2025-09-29,24-hr flow-weighted composite,raw wastewater,wwtp,2,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,222670.5882,0.00001,pepper mild mottle virus,120152991.7,copies/l wastewater,111.5,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
d01042e40ba2790d1ed7b23d5240e719,1473,nc,cdc_verily,37107,Lenoir,20484,8a5efb2230cd9258387a3d75818312c3,2025-10-08,24-hr time-weighted composite,post grit removal,wwtp,2.48,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,343724.0773,0.00001,pepper mild mottle virus,115036217.3,copies/l wastewater,138.6,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
e42aef5cee8005f4ce967e80fd337311,2135,wi,state_territory,55071,Manitowoc,34500,befc8e889977ef9c970926c16856d1a7,2025-09-17,24-hr flow-weighted composite,raw wastewater,wwtp,5.387,ceres nanotrap,no,qiagen dpcr,promega automated tna kit,2,not tested,,no,mev_wt,mev_n_gene_wt (wwscan),35200,copies/l wastewater,53280,26640,15746131.67,0.0002,pepper mild mottle virus,131840000,copies/l wastewater,-1,bcov vaccine,raw sample,-1,12/01/2025 10:30:00 AM
a736488390a5470e80c28c191f49650a,15,ak,cdc_verily,02110,Juneau,12000,cd0e20ab8ae9c5895a71bfe06de3c601,2025-11-19,grab,raw wastewater,wwtp,1.9,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,449516.25,0.00002,pepper mild mottle virus,40565748.95,copies/l wastewater,40,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
d3bb54fce6455202901f7d794cc9b982,1807,ri,cdc_verily,44003,Kent,30000,a770644929d784bef2905e7855c929b4,2025-09-30,24-hr flow-weighted composite,post grit removal,wwtp,5,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,473175,0.00001,pepper mild mottle virus,58390911.38,copies/l wastewater,48.5,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
13c1514886791888080e285e024ba9e4,729,md,cdc_verily,24003,Anne Arundel,150078,baff3dbe3da58554bead7160e2173018,2025-08-11,24-hr flow-weighted composite,post grit removal,wwtp,10.5,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,198630.2123,0.00001,pepper mild mottle virus,97471200.79,copies/l wastewater,65.4,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
bd45f1651c38b8cff24ba52801e2935f,1850,tx,cdc_verily,48113,Dallas,105158,0fcd83c23731563144e5c352b3fa0fe5,2025-07-31,grab,raw wastewater,upstream,18.6,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,502161.7946,0,pepper mild mottle virus,163184701.8,copies/l wastewater,118.4,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
78a0d1027dcd2c4de840d1eb03454ad8,2450,nv,cdc_verily,32031,Washoe,28000,8949d49c94f1967504eca7c5968262e3,2025-09-04,24-hr time-weighted composite,raw wastewater,wwtp,2.1,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,212928.75,0,pepper mild mottle virus,646051907.9,copies/l wastewater,142.1,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
7eec8e24f12123eab59cca46c76fdaa4,1858,tx,cdc_verily,48113,Dallas,2600000,8ea57ee8a7aa6a38c96cad4974d37306,2025-10-20,24-hr flow-weighted composite,raw wastewater,wwtp,50,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,54597.11538,0,pepper mild mottle virus,379456317.5,copies/l wastewater,172.6,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
616194faa514619ba772092add5b6bd8,730,md,cdc_verily,24003,Anne Arundel,22660,b64c5cce06018c046032b92f36a3796a,2025-07-29,24-hr flow-weighted composite,post grit removal,wwtp,2.5,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,313222.639,0.00001,pepper mild mottle virus,144536311.2,copies/l wastewater,83.7,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
d8cc0b8a7d21059a10773470311c8098,726,md,cdc_verily,24003,Anne Arundel,89319,3ca581dc3aa6d850be6f37313a38527c,2025-09-16,24-hr flow-weighted composite,post grit removal,wwtp,6.3,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,200248.7153,0.00001,pepper mild mottle virus,61604492.18,copies/l wastewater,46.3,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
e91b8c969122cd9caa36e362c340ed52,16,ak,cdc_verily,02110,Juneau,22000,50e33b4b460ad197458f9bdff15e6709,2025-08-20,grab,raw wastewater,wwtp,3,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,387143.1818,0.00002,pepper mild mottle virus,45028658.36,copies/l wastewater,75.5,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
e5900544ec5ea1327c04d65e2969c14b,2135,wi,state_territory,55071,Manitowoc,34500,840e47e4dd590f1222958f473cfef185,2025-06-23,24-hr flow-weighted composite,raw wastewater,wwtp,7.793,ceres nanotrap,no,qiagen dpcr,promega automated tna kit,2,not tested,,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,53280,26640,22778838.71,0.00016,pepper mild mottle virus,167440000,copies/l wastewater,-1,bcov vaccine,raw sample,-1,12/01/2025 10:30:00 AM
44b13f4bb0d7ab153938eb350a3c811a,1179,nv,cdc_verily,32003,Clark,1250000,b2dd8700aee41dcec70b7b7071922971,2025-10-13,24-hr flow-weighted composite,post grit removal,wwtp,110,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,249836.4,0,pepper mild mottle virus,239454496,copies/l wastewater,28,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
6e0912f5c929d4b628ccff78cbc3c90f,2151,wi,state_territory,"55109, 55093","Saint Croix, Pierce",15900,ce7bfd23a58161c1678614af3860d8f2,2025-09-01,24-hr flow-weighted composite,raw wastewater,wwtp,1.452,ceres nanotrap,no,qiagen dpcr,promega automated tna kit,2,not tested,,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,53280,26640,9209063.982,0.00019,pepper mild mottle virus,138400000,copies/l wastewater,-1,bcov vaccine,raw sample,-1,12/01/2025 10:30:00 AM
f2edc60deba3a0d37e5be6bcb7647dde,2182,wy,cdc_verily,56033,Sheridan,18000,38254d1cb9e5ad9d4d3f9520f977f218,2025-09-17,24-hr time-weighted composite,post grit removal,wwtp,2.8,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,441630,0.00001,pepper mild mottle virus,127574791.5,copies/l wastewater,140.2,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
71402b4526e9a973ddff0017257965e1,2468,nv,cdc_verily,32007,Elko,20800,c66a7a7cfd89794cb9d19e703f906d5a,2025-08-20,24-hr flow-weighted composite,post grit removal,wwtp,2.5,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,341231.9712,0.00001,pepper mild mottle virus,109555711,copies/l wastewater,56.6,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
aed23f3eb61c3fdcb2734ff172e82c2c,313,fl,cdc_verily,12095,Orange,277823,d0bc0db4fd0f3284bc65153a9372f2df,2025-09-28,24-hr flow-weighted composite,raw wastewater,wwtp,20,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,204378.3272,0.00001,pepper mild mottle virus,55107487.61,copies/l wastewater,56.3,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
5735872a7527b75a0fceb261464a67ee,2350,vt,cdc_verily,50001,Addison,9000,03feaeb4f1b0e0e2121a7c453cf238b8,2025-08-12,24-hr flow-weighted composite,raw wastewater,wwtp,1,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,315450,0.00001,pepper mild mottle virus,73993858.93,copies/l wastewater,126.1,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
82e976c2c7d157cef2c10bdb795add28,2133,wi,state_territory,55063,La Crosse,85000,393bf7d34aa68c112e8c8c693f1495bc,2025-11-17,24-hr flow-weighted composite,raw wastewater,wwtp,8.82,ceres nanotrap,no,qiagen dpcr,promega automated tna kit,2,not tested,,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,53280,26640,10463950.05,0.00015,pepper mild mottle virus,174000000,copies/l wastewater,-1,bcov vaccine,raw sample,-1,12/01/2025 10:30:00 AM
31c475d95c9a53ecac0c46c603d6063b,313,fl,cdc_verily,12095,Orange,277823,60d2b2a9656aa6c0db871f6bc3e14ec9,2025-11-23,24-hr flow-weighted composite,raw wastewater,wwtp,20,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,204378.3272,0.00002,pepper mild mottle virus,46106046.23,copies/l wastewater,32.8,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
768a82298b2af634f9cbcb50b740fb04,1701,ok,cdc_verily,40047,Garfield,50350,72bce14e3b17c03a6f8185ecb225eab1,2025-10-27,24-hr flow-weighted composite,post grit removal,wwtp,8,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,451090.3674,0.00001,pepper mild mottle virus,144708252,copies/l wastewater,28.8,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
ec2121f6771cf953bd0a2b67063c3b19,741,ma,cdc_verily,25017,Middlesex,228285,ad94ff3b31f5478dcb3fa255c2c09181,2025-08-12,24-hr time-weighted composite,raw wastewater,wwtp,24.98,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,310661.9752,0.00001,pepper mild mottle virus,125609750.6,copies/l wastewater,117.6,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
bd69b3a77db9c4525886c116bb22d1ec,543,ia,cdc_verily,"19193, 46127, 31043","Dakota, Woodbury, Union",110000,2596a5276f9468c0e3226526edf97d0a,2025-09-16,24-hr flow-weighted composite,raw wastewater,wwtp,19.1,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,492962.3182,0.00001,pepper mild mottle virus,92485210.71,copies/l wastewater,45.2,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
5f1b42ac8b6c9b1318781dad46f05f66,698,me,cdc_verily,23003,Aroostook,5000,4664dbb55b79a37cf5d67d4e1fd92a66,2025-09-25,24-hr time-weighted composite,post grit removal,wwtp,0.9,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,511029,0.00003,pepper mild mottle virus,23901665.32,copies/l wastewater,86.9,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
290cdf1323f35de0694ccd954a9d67a8,160,ca,cdc_verily,06079,San Luis Obispo,6031,8c3fec4341d8b7d317f97b4736b2adfd,2025-08-14,24-hr time-weighted composite,raw wastewater,wwtp,0.5,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,235371.4144,0,pepper mild mottle virus,172052001.9,copies/l wastewater,53.8,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
95c91d71f407bd166585db6e8acefd26,2025,va,cdc_verily,51730,Petersburg City,33458,9c2ad1479832dd4af29e72c3fc2e2102,2025-07-31,24-hr time-weighted composite,post grit removal,wwtp,6.7,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,568522.7748,0.00002,pepper mild mottle virus,36095210.14,copies/l wastewater,65.6,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
a51bce78393460638f7c64a9771dd1fd,2140,wi,state_territory,55075,Marinette,3500,d2a37e28abd5944bc125f8a0ac7b1bd5,2025-11-02,24-hr flow-weighted composite,raw wastewater,wwtp,0.251,ceres nanotrap,no,qiagen dpcr,promega automated tna kit,2,not tested,,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,53280,26640,7231887.73,0.00023,pepper mild mottle virus,117120000,copies/l wastewater,-1,bcov vaccine,raw sample,-1,12/01/2025 10:30:00 AM
7a7756741d40b14c5df3c8a7b493b0cd,2188,gu,cdc_verily,66010,Guam,64247,da4c57e2fe89d6a3ac18d163721a5720,2025-10-08,24-hr time-weighted composite,raw wastewater,wwtp,6,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,265137.6718,0,pepper mild mottle virus,485981257.6,copies/l wastewater,83.7,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
4111b3787aeba2be534c4a6a1a7647c5,698,me,cdc_verily,23003,Aroostook,5000,5512818a66ca52385d513f57802aba36,2025-10-07,24-hr time-weighted composite,post grit removal,wwtp,0.9,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,511029,0.00002,pepper mild mottle virus,47766164.92,copies/l wastewater,106,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
6cecc7c732a726a09de6c4b3de07e1ab,2441,md,cdc_verily,24031,Montgomery,208364,5d44827c6aa46241816f7953037bd4eb,2025-10-07,grab,raw wastewater,wwtp,14,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,190756.0807,0,pepper mild mottle virus,201827974.8,copies/l wastewater,178.4,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
7a2012f8ded0ae2391abf1e57b1c0116,2175,wi,state_territory,55135,Waupaca,8000,8cf269e29c55c0ca49618dea4aa63046,2025-09-08,24-hr flow-weighted composite,raw wastewater,wwtp,1.008,ceres nanotrap,no,qiagen dpcr,promega automated tna kit,2,not tested,,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,53280,26640,12706225.06,0.00017,pepper mild mottle virus,156320000,copies/l wastewater,-1,bcov vaccine,raw sample,-1,12/01/2025 10:30:00 AM
06e210f6e422fa206f0097dc19d02071,2112,wi,state_territory,55021,Columbia,11000,93ae761e1a2d8a62effddffbdec0e606,2025-09-30,24-hr flow-weighted composite,raw wastewater,wwtp,1.34,ceres nanotrap,no,qiagen dpcr,promega automated tna kit,2,not tested,,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,53280,26640,12284517.73,0.00004,pepper mild mottle virus,649680000,copies/l wastewater,-1,bcov vaccine,raw sample,-1,12/01/2025 10:30:00 AM
dfd9f6310b88fc9f1c05c95b2b0424ef,1392,ny,cdc_verily,36085,Richmond,224516,a3827ab0726627e6dd3ab258944e0214,2025-09-21,24-hr flow-weighted composite,raw wastewater,wwtp,28,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,354065.6345,0,pepper mild mottle virus,158435340.3,copies/l wastewater,48.4,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
1102010568321e5e2c1b79e51419b4a5,1385,ny,cdc_verily,36081,Queens,735054,cdac520aa6a7bebc13f79d02cca8f4ac,2025-11-09,24-hr flow-weighted composite,raw wastewater,wwtp,79,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,305127.1743,0.00003,pepper mild mottle virus,28541949.93,copies/l wastewater,38.4,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
3ca8f5df7e60b188851f25ad5ff78c0c,162,ca,cdc_verily,06079,San Luis Obispo,14465,d8bca23d33f23cb6d1e3cb0886e44c6f,2025-10-07,24-hr time-weighted composite,post grit removal,wwtp,0.45,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,88321.63844,0,pepper mild mottle virus,430527193.6,copies/l wastewater,69.5,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
1041ae4508eb8aeecda0f728bcd281e8,1851,tx,cdc_verily,48113,Dallas,131391,54c878d0f99aad7efdb548b7c73ca40e,2025-08-14,grab,raw wastewater,upstream,17.4,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,375973.0119,0.00001,pepper mild mottle virus,127263380.8,copies/l wastewater,74.7,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
e62c04ff398e0f8f05047e6fea377139,270,ct,cdc_verily,09001,Fairfield,45878,7b8e2d901943a4c0f5106522099c3ca9,2025-10-28,24-hr flow-weighted composite,raw wastewater,wwtp,9,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,556943.4151,0.00002,pepper mild mottle virus,31306084.26,copies/l wastewater,27.7,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
7212852dceab8867c1200e404e05b084,2184,wy,cdc_verily,56039,Teton,13000,8b352b5cea4052ee3f7a0dd92fb034c5,2025-11-11,24-hr time-weighted composite,post grit removal,wwtp,1.85,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,404018.6539,0.00003,pepper mild mottle virus,23863246.04,copies/l wastewater,10.2,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
1faf4650bf2ce4bc54a641227735b6d9,162,ca,cdc_verily,06079,San Luis Obispo,14465,8f925e5a80a2240320193f16e8807c8e,2025-11-13,24-hr time-weighted composite,post grit removal,wwtp,0.45,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,88321.63844,0,pepper mild mottle virus,240034949.7,copies/l wastewater,64.1,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
53fe9c6b05ecc06cffad9f77c35d9501,2129,wi,state_territory,55053,Jackson,5000,c836beff363ae969b73e3474bde6b3bf,2025-11-05,24-hr flow-weighted composite,raw wastewater,wwtp,0.493,ceres nanotrap,no,qiagen dpcr,promega automated tna kit,2,not tested,,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,53280,26640,9943125.322,0.0002,pepper mild mottle virus,133840000,copies/l wastewater,-1,bcov vaccine,raw sample,-1,12/01/2025 10:30:00 AM
d1926e3174e08ac7f1af0eafe388fc83,278,ct,cdc_verily,09011,New London,41000,cffdd4408c5eab6b1b569042b6fde63e,2025-11-13,grab,post grit removal,wwtp,5,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,346225.6098,0,pepper mild mottle virus,232135554.4,copies/l wastewater,157.5,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
0c2d6f44ba6527e7a689b588e96c5606,2138,wi,state_territory,55073,Marathon,42350,e3e06f359139568791fd5f4435298930,2025-09-22,24-hr flow-weighted composite,raw wastewater,wwtp,4.467,ceres nanotrap,no,qiagen dpcr,promega automated tna kit,2,not tested,,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,53280,26640,10636739.81,0.00011,pepper mild mottle virus,245600000,copies/l wastewater,-1,bcov vaccine,raw sample,-1,12/01/2025 10:30:00 AM
bc75b16d879161963e20c6804d794f73,372,id,cdc_verily,16001,Ada,206629,06a0fef681007718d35541037467c738,2025-09-24,grab,raw wastewater,wwtp,19,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,261057.0152,0.00005,pepper mild mottle virus,15791638.89,copies/l wastewater,52.7,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
3ddd5c40443498b17f3e683bb9ca7c5e,1081,mo,cdc_verily,29099,Jefferson,48000,0f37c54b2565a05e4695f677b1442f6e,2025-08-12,grab,post grit removal,wwtp,1.5,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,88720.3125,0.00001,pepper mild mottle virus,50549870.42,copies/l wastewater,72.9,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
f88c3292fd909733f9d83af1eb555ec1,2104,wi,state_territory,55003,Ashland,8200,2c181c33b7f5bb7c010802565fa9e7ee,2025-06-29,24-hr flow-weighted composite,raw wastewater,wwtp,1.105,ceres nanotrap,no,qiagen dpcr,promega automated tna kit,2,not tested,,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,53280,26640,13589216.69,0.00009,pepper mild mottle virus,282480000,copies/l wastewater,-1,bcov vaccine,raw sample,-1,12/01/2025 10:30:00 AM
6b4f908354c539988cfb3ca95c0b00c1,190,ca,cdc_verily,06111,Ventura,250000,343862eded9a4182c5cb32e3198103a9,2025-08-14,24-hr flow-weighted composite,post grit removal,wwtp,17,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,193055.4,0,pepper mild mottle virus,359807241.6,copies/l wastewater,106.8,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
01e86f0ab60d36686382d8376786f6de,2135,wi,state_territory,55071,Manitowoc,34500,57c162a1b7c4dd988e9e989edc075b17,2025-11-10,24-hr flow-weighted composite,raw wastewater,wwtp,4.878,ceres nanotrap,no,qiagen dpcr,promega automated tna kit,2,not tested,,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,53280,26640,14258331.22,0.00012,pepper mild mottle virus,219440000,copies/l wastewater,-1,bcov vaccine,raw sample,-1,12/01/2025 10:30:00 AM
f73c03464865a8d30bc89311f1eee661,1914,tx,cdc_verily,48453,Travis,539116,9875b9db473ad1b45534496b298577f7,2025-10-20,24-hr time-weighted composite,post grit removal,wwtp,45,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,236975.4376,0.00001,pepper mild mottle virus,97038564.82,copies/l wastewater,44.6,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
11e32106e724126fad32860a36935e86,713,me,cdc_verily,23019,Penobscot,20000,e8741dad23d7b756f00454dfe7b5ccfa,2025-07-29,24-hr time-weighted composite,post grit removal,wwtp,1.5,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,212928.75,0.00001,pepper mild mottle virus,65136709.37,copies/l wastewater,78,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
